# data set header
# non-radiated data sets
# energy, error, normalization
1096,  0.05, 1.0

# data set selection
# energy
# data points
#  nu      cross section   stat. error       syst. error
1096.0
 967.0   2.730000E+01   0.000000E+00   0.000000E+00
 968.0   2.720000E+01   0.000000E+00   0.000000E+00
 969.0   2.720000E+01   0.000000E+00   0.000000E+00
 970.0   2.720000E+01   0.000000E+00   0.000000E+00
 971.0   2.710000E+01   0.000000E+00   0.000000E+00
 972.0   2.710000E+01   0.000000E+00   0.000000E+00
 973.0   2.710000E+01   0.000000E+00   0.000000E+00
 974.0   2.700000E+01   0.000000E+00   0.000000E+00
 975.0   2.700000E+01   0.000000E+00   0.000000E+00
 976.0   2.700000E+01   0.000000E+00   0.000000E+00
 977.0   2.690000E+01   0.000000E+00   0.000000E+00
 978.0   2.690000E+01   0.000000E+00   0.000000E+00
 979.0   2.690000E+01   0.000000E+00   0.000000E+00
 980.0   2.680000E+01   0.000000E+00   0.000000E+00
 981.0   2.680000E+01   0.000000E+00   0.000000E+00
 982.0   2.670000E+01   0.000000E+00   0.000000E+00
 983.0   2.670000E+01   0.000000E+00   0.000000E+00
 984.0   2.670000E+01   0.000000E+00   0.000000E+00
 985.0   2.660000E+01   0.000000E+00   0.000000E+00
 986.0   2.660000E+01   0.000000E+00   0.000000E+00
 987.0   2.660000E+01   0.000000E+00   0.000000E+00
 988.0   2.650000E+01   0.000000E+00   0.000000E+00
 989.0   2.650000E+01   0.000000E+00   0.000000E+00
 990.0   2.650000E+01   0.000000E+00   0.000000E+00
 991.0   2.640000E+01   0.000000E+00   0.000000E+00
 992.0   2.640000E+01   0.000000E+00   0.000000E+00
 993.0   2.640000E+01   0.000000E+00   0.000000E+00
 994.0   2.630000E+01   0.000000E+00   0.000000E+00
 995.0   2.630000E+01   0.000000E+00   0.000000E+00
 996.0   2.630000E+01   0.000000E+00   0.000000E+00
 997.0   2.620000E+01   0.000000E+00   0.000000E+00
 998.0   2.620000E+01   0.000000E+00   0.000000E+00
 999.0   2.620000E+01   0.000000E+00   0.000000E+00
1000.0   2.610000E+01   0.000000E+00   0.000000E+00

